gid,province,district,thumb,picture,no,,party,name,cname,gender,birthday,age,address,job,education,career,property,military,tax,tax_unpaid_5yrs,tax_unpaid_current,crime,candidate_count
100138043,서울특별시,종로구,http://info.nec.go.kr/photo_20200415/Gsg1101/Hb100138043/gicho/thumbnail.100138043.JPG,http://info.nec.go.kr/photo_20200415/Gsg1101/Hb100138043/gicho/100138043.JPG,16,,무소속,김용덕,金龍德,남,1951-01-21,69,전라북도 김제시 공덕면 송정1길,농업,군장대학 졸업,"[""(전)2015년 농협조합장 출마""]",175000,군복무를 마치지 아니한 사람,0,0,0,2,0
100137167,서울특별시,중구성동구갑,http://info.nec.go.kr/photo_20200415/Gsg1104/Hb100137167/gicho/thumbnail.100137167.JPG,http://info.nec.go.kr/photo_20200415/Gsg1104/Hb100137167/gicho/100137167.JPG,1,,더불어민주당,홍익표,洪翼杓,남,1967-11-20,52,서울특별시 성동구 행당로,정치인,한양대학교 대학원 정치외교학과 졸업(정치학박사),"[""(현)국회의원(제19대.20대)"", ""(전)더불어민주당 수석대변인""]",1618959,군복무를 마친사람,246133,0,0,0,2
100137129,서울특별시,중구성동구갑,http://info.nec.go.kr/photo_20200415/Gsg1104/Hb100137129/gicho/thumbnail.100137129.JPG,http://info.nec.go.kr/photo_20200415/Gsg1104/Hb100137129/gicho/100137129.JPG,2,,미래통합당,진수희,陳壽姬,여,1955-11-12,64,서울특별시 성동구 성수일로4길,정당인,미국 일리노이대학교 대학원(UIC) 사회학박사(1988.9~1991.6),"[""(전)국회의원(제17대 비례,18대 성동구갑)"", ""(전)보건복지부 장관""]",1436273,해당없음(비대상),33829,0,0,1,2
100135174,서울특별시,중구성동구갑,http://info.nec.go.kr/photo_20200415/Gsg1104/Hb100135174/gicho/thumbnail.100135174.JPG,http://info.nec.go.kr/photo_20200415/Gsg1104/Hb100135174/gicho/100135174.JPG,6,,정의당,정혜연,鄭惠然,여,1989-11-21,30,서울특별시 성동구 왕십리로4가길,약사,이화여자대학교 약학대학 약학과 졸업,"[""(전)정의당 부대표"", ""(현)성동구약사회 약사""]",-30629,해당없음(비대상),2724,1379,0,0,1
100135881,서울특별시,중구성동구갑,http://info.nec.go.kr/photo_20200415/Gsg1104/Hb100135881/gicho/thumbnail.100135881.JPG,http://info.nec.go.kr/photo_20200415/Gsg1104/Hb100135881/gicho/100135881.JPG,7,,국가혁명배당금당,이정섭,李廷燮,여,1955-05-26,64,서울특별시 성동구 왕십리로,한양대학교 명예교수,이화여자대학교 대학원졸업(간호학박사),"[""(전)성동구정신건강센터 자문위원"", ""(현)대한에니어그램영성학회 감사""]",2574556,해당없음(비대상),140813,4519,0,0,0
100137489,서울특별시,중구성동구을,http://info.nec.go.kr/photo_20200415/Gsg1102/Hb100137489/gicho/thumbnail.100137489.JPG,http://info.nec.go.kr/photo_20200415/Gsg1102/Hb100137489/gicho/100137489.JPG,1,,더불어민주당,박성준,朴省俊,남,1969-04-23,50,서울특별시 중구 청파로,정당인,성균관대학교 정치외교학과 정치학 박사,"[""(전) JTBC 아나운서"", ""(현)더불어민주당 중앙당 부대변인""]",2046415,군복무를 마친사람,74118,0,0,0,0
100137376,서울특별시,중구성동구을,http://info.nec.go.kr/photo_20200415/Gsg1102/Hb100137376/gicho/thumbnail.100137376.JPG,http://info.nec.go.kr/photo_20200415/Gsg1102/Hb100137376/gicho/100137376.JPG,2,,미래통합당,지상욱,池尙昱,남,1965-05-16,54,서울특별시 중구 동호로17길,정치인,일본 동경대학교 공학대학원 졸업(1994.4. ~ 1997. 3. 건축학 박사),"[""(전)미국 스탠포드 후버연구소 객원연구원"", ""(현)국회의원""]",5060601,군복무를 마치지 아니한 사람,84139,0,0,1,2
100136800,서울특별시,중구성동구을,http://info.nec.go.kr/photo_20200415/Gsg1102/Hb100136800/gicho/thumbnail.100136800.JPG,http://info.nec.go.kr/photo_20200415/Gsg1102/Hb100136800/gicho/100136800.JPG,7,,국가혁명배당금당,이주양,李柱養,남,1967-05-03,52,서울특별시 중구 퇴계로83길,회사원,여주 상업고등학교 졸업,"[""(현)정원조명 영업사원"", ""(전)덕양조명 대표""]",10000,군복무를 마친사람,3294,0,0,0,0
100136730,서울특별시,용산구,http://info.nec.go.kr/photo_20200415/Gsg1103/Hb100136730/gicho/thumbnail.100136730.JPG,http://info.nec.go.kr/photo_20200415/Gsg1103/Hb100136730/gicho/100136730.JPG,1,,더불어민주당,강태웅,姜泰雄,남,1963-08-29,56,서울특별시 용산구 백범로,정당인,서울대학교 행정대학원 졸업(행정학 석사),"[""(전)서울특별시 행정1부시장"", ""(전)서울특별시 경제진흥본부장""]",1635095,군복무를 마친사람,69926,0,0,0,0
100134818,서울특별시,용산구,http://info.nec.go.kr/photo_20200415/Gsg1103/Hb100134818/gicho/thumbnail.100134818.JPG,http://info.nec.go.kr/photo_20200415/Gsg1103/Hb100134818/gicho/100134818.JPG,2,,미래통합당,권영세,權寧世,남,1959-02-24,61,서울특별시 용산구 이태원로27길,변호사,하버드대학교 케네디스쿨 졸업 (행정학석사 2000.7~2001.6),"[""(전) 주중국대한민국 대사"", ""(전) 제16ㆍ17ㆍ18대 국회의원""]",4315075,군복무를 마친사람,445891,0,0,0,5
100136295,서울특별시,용산구,http://info.nec.go.kr/photo_20200415/Gsg1103/Hb100136295/gicho/thumbnail.100136295.JPG,http://info.nec.go.kr/photo_20200415/Gsg1103/Hb100136295/gicho/100136295.JPG,3,,민생당,권혁문,權赫文,남,1963-02-09,57,서울특별시 용산구 백범로90다길,(주)코암 전무이사,한국기술교육대학교 테크노인력개발전문대학원 (고용정책학) 박사과정 재학중,"[""(전) 정치+경제연구소 이사장"", ""(전) 동반성장 국가혁신포럼 상임위원""]",321000,군복무를 마친사람,22,0,0,1,5
100136441,서울특별시,용산구,http://info.nec.go.kr/photo_20200415/Gsg1103/Hb100136441/gicho/thumbnail.100136441.JPG,http://info.nec.go.kr/photo_20200415/Gsg1103/Hb100136441/gicho/100136441.JPG,6,,정의당,정연욱,鄭然旭,남,1969-03-28,51,서울특별시 용산구 원효로,정당인,한국방송통신대학교 관광학과 졸업,"[""(전) 용산화상경마도박장추방대책위 고문"", ""(현) 정의당 용산평화타운조성특별위원장""]",412925,군복무를 마친사람,8469,0,0,0,3
100135206,서울특별시,용산구,http://info.nec.go.kr/photo_20200415/Gsg1103/Hb100135206/gicho/thumbnail.100135206.JPG,http://info.nec.go.kr/photo_20200415/Gsg1103/Hb100135206/gicho/100135206.JPG,7,,민중당,김은희,金恩姬,여,1976-09-17,43,서울특별시 용산구 백범로47길,사회단체 활동가,덕성여자대학교 사회학과 졸업,"[""(현)용산미군기지 온전히 되찾기 주민모임 대표"", ""(현)작은도서관 고래이야기 운영위원""]",162579,해당없음(비대상),278,0,0,3,2
100135731,서울특별시,용산구,http://info.nec.go.kr/photo_20200415/Gsg1103/Hb100135731/gicho/thumbnail.100135731.GIF,http://info.nec.go.kr/photo_20200415/Gsg1103/Hb100135731/gicho/100135731.GIF,8,,국가혁명배당금당,김희전,金喜奠,여,1942-03-07,78,서울특별시 용산구 서빙고로,약사,이화여자대학교 약학대학 약학과 졸업,"[""(전) 도봉강북약사회 여약사회장"", ""(현) 한국여약사회 부회장""]",9045000,해당없음(비대상),228598,0,0,0,0
100137525,서울특별시,광진구갑,http://info.nec.go.kr/photo_20200415/Gsg1105/Hb100137525/gicho/thumbnail.100137525.JPG,http://info.nec.go.kr/photo_20200415/Gsg1105/Hb100137525/gicho/100137525.JPG,1,,더불어민주당,전혜숙,全惠淑,여,1955-05-05,64,서울특별시 광진구 광나루로,국회의원,성균관대학교 임상약학대학원 약학석사(사회약학),"[""(현) 제20대 광진구갑 국회의원"", ""(현) 국회 행정안전위원회 위원장""]",1460178,해당없음(비대상),57748,0,0,0,3
100136966,서울특별시,광진구갑,http://info.nec.go.kr/photo_20200415/Gsg1105/Hb100136966/gicho/thumbnail.100136966.JPG,http://info.nec.go.kr/photo_20200415/Gsg1105/Hb100136966/gicho/100136966.JPG,2,,미래통합당,김병민,金炳玟,남,1982-02-04,38,서울특별시 광진구 아차산로70길,경희대학교 행정학과 객원교수,경희대학교 행정학 박사,"[""(현) 정치.시사평론가"", ""(전) 경희대학교 총학생회장""]",437331,군복무를 마친사람,6646,0,0,0,1
100137443,서울특별시,광진구갑,http://info.nec.go.kr/photo_20200415/Gsg1105/Hb100137443/gicho/thumbnail.100137443.JPG,http://info.nec.go.kr/photo_20200415/Gsg1105/Hb100137443/gicho/100137443.JPG,3,,민생당,임동순,任東淳,남,1954-02-09,66,서울특별시 광진구 동일로68길,정당인,국민대학교 정치대학원 정치학 석사,"[""(현) 민생당 광진구갑 지역위원장"", ""(전) 제5대 서울시의회 의원""]",2141512,군복무를 마친사람,39812,0,0,0,6
100135290,서울특별시,광진구갑,http://info.nec.go.kr/photo_20200415/Gsg1105/Hb100135290/gicho/thumbnail.100135290.JPG,http://info.nec.go.kr/photo_20200415/Gsg1105/Hb100135290/gicho/100135290.JPG,6,,정의당,오봉석,吳奉錫,남,1974-04-10,46,서울특별시 광진구 천호대로112길,정당인,강원대학교 정치외교학과 졸업,"[""(현 )정의당 광진구위원장"", ""(전) 광진구마을공동체지원단장""]",605552,군복무를 마친사람,13171,0,0,3,1
100138027,서울특별시,광진구갑,http://info.nec.go.kr/photo_20200415/Gsg1105/Hb100138027/gicho/thumbnail.100138027.JPG,http://info.nec.go.kr/photo_20200415/Gsg1105/Hb100138027/gicho/100138027.JPG,7,,국가혁명배당금당,이승욱,李丞勖,남,1967-04-03,53,서울특별시 강동구 천호대로,자영업,서강대학교 경영학과 2년 중퇴(1986.3.~1988.6),"[""(전)기아자동차 영업직"", ""(전)오렌지라이프 생명보험 설계사 및 매니져""]",0,군복무를 마친사람,4048,0,0,1,0
100137348,서울특별시,광진구을,http://info.nec.go.kr/photo_20200415/Gsg1105/Hb100137348/gicho/thumbnail.100137348.JPG,http://info.nec.go.kr/photo_20200415/Gsg1105/Hb100137348/gicho/100137348.JPG,1,,더불어민주당,고민정,高旼廷,여,1979-08-23,40,서울특별시 광진구 광나루로56길,정당인,경희대학교 외국어학부 동아시아어학과(중국어 전공) 졸업,"[""(전) 문재인 정부 청와대 대변인"", ""(전) KBS 아나운서""]",729831,해당없음(비대상),33482,0,0,0,0
100134916,서울특별시,광진구을,http://info.nec.go.kr/photo_20200415/Gsg1105/Hb100134916/gicho/thumbnail.100134916.JPG,http://info.nec.go.kr/photo_20200415/Gsg1105/Hb100134916/gicho/100134916.JPG,2,,미래통합당,오세훈,吳世勳,남,1961-01-04,59,서울특별시 광진구 능동로4길,변호사,고려대학교 법학대학원 졸업(법학박사),"[""(전) 제33, 34대 서울특별시장"", ""(전) 16대 국회의원""]",5731089,군복무를 마친사람,193725,17731,0,0,4
100137723,서울특별시,광진구을,http://info.nec.go.kr/photo_20200415/Gsg1105/Hb100137723/gicho/thumbnail.100137723.JPG,http://info.nec.go.kr/photo_20200415/Gsg1105/Hb100137723/gicho/100137723.JPG,7,,국가혁명배당금당,허정연,許禎延,여,1965-12-20,54,서울특별시 광진구 아차산로,정당인,미국 사우스베일로 대학교 (한의학석사) (2002.3~2005.6),"[""(전) KHB 클리닉 원장"", ""(현) 국가혁명배당금당 공천관리위원""]",690000,해당없음(비대상),2225,0,0,3,0
100137773,서울특별시,광진구을,http://info.nec.go.kr/photo_20200415/Gsg1105/Hb100137773/gicho/thumbnail.100137773.JPG,http://info.nec.go.kr/photo_20200415/Gsg1105/Hb100137773/gicho/100137773.JPG,8,,미래당,오태양,吳太陽,남,1975-10-26,44,서울특별시 광진구 뚝섬로54길,정당인,서울교육대학교 초등교육과(국어) 졸업,"[""(전) 청년당 사무총장"", ""(현) 미래당 공동대표""]",0,군복무를 마치지 아니한 사람,42,0,0,1,1
100137155,서울특별시,동대문구갑,http://info.nec.go.kr/photo_20200415/Gsg1106/Hb100137155/gicho/thumbnail.100137155.JPG,http://info.nec.go.kr/photo_20200415/Gsg1106/Hb100137155/gicho/100137155.JPG,1,,더불어민주당,안규백,安圭伯,남,1961-04-29,58,서울특별시 동대문구 한천로63길,국회의원,성균관대학교 무역대학원 무역학과 석사과정 수료,"[""(현)제20대 동대문구갑 국회의원"", ""(현)국회 국방위원장""]",5652587,군복무를 마친사람,129159,0,0,0,3
100134760,서울특별시,동대문구갑,http://info.nec.go.kr/photo_20200415/Gsg1106/Hb100134760/gicho/thumbnail.100134760.JPG,http://info.nec.go.kr/photo_20200415/Gsg1106/Hb100134760/gicho/100134760.JPG,2,,미래통합당,허용범,許容範,남,1964-10-10,55,서울특별시 동대문구 한천로,정당인,하버드대학교 정치행정대학원 정치행정학석사(2000.6.~2001.6),"[""(전)국회도서관장"", ""(전)국회 대변인""]",909153,군복무를 마친사람,34856,0,0,1,3
100137328,서울특별시,동대문구갑,http://info.nec.go.kr/photo_20200415/Gsg1106/Hb100137328/gicho/thumbnail.100137328.JPG,http://info.nec.go.kr/photo_20200415/Gsg1106/Hb100137328/gicho/100137328.JPG,3,,민생당,백금산,白金山,남,1958-06-13,61,서울특별시 동대문구 휘경로19길,정당인,한국외국어대학교 정치행정언론대학원 공공감사정책학과 석사과정 수료,"[""(전)동대문구의회 의원"", ""(전)서울특별시의회 의원""]",398886,군복무를 마친사람,8160,0,0,1,4
100135165,서울특별시,동대문구갑,http://info.nec.go.kr/photo_20200415/Gsg1106/Hb100135165/gicho/thumbnail.100135165.JPG,http://info.nec.go.kr/photo_20200415/Gsg1106/Hb100135165/gicho/100135165.JPG,7,,민중당,오준석,吳俊錫,남,1985-02-28,35,서울특별시 동대문구 이문로12길,정당인,경희대학교 공공대학원 시민사회·NGO학과 졸업(시민사회(NGO)학석사),"[""(현)행동하는 동대문연대 운영위원장"", ""(현)민중당 방위비분담금인상저지운동본부 공동대표""]",2092,군복무를 마친사람,900,0,0,0,0
100135952,서울특별시,동대문구갑,http://info.nec.go.kr/photo_20200415/Gsg1106/Hb100135952/gicho/thumbnail.100135952.JPG,http://info.nec.go.kr/photo_20200415/Gsg1106/Hb100135952/gicho/100135952.JPG,8,,국가혁명배당금당,정공명,鄭公明,남,1955-03-20,65,서울특별시 동대문구 경동시장로,광고업,문평초등학교 졸업,"[""(현)은성광고 대표""]",5000,군복무를 마치지 아니한 사람,123,126,126,1,0
100136485,서울특별시,동대문구갑,http://info.nec.go.kr/photo_20200415/Gsg1106/Hb100136485/gicho/thumbnail.100136485.JPG,http://info.nec.go.kr/photo_20200415/Gsg1106/Hb100136485/gicho/100136485.JPG,9,,무소속,이가현,李佳賢,여,1992-09-12,27,서울특별시 동대문구 이문로1길,페미니스트 활동가,서강대학교 정치외교학과 졸업,"[""(현)불꽃페미액션 활동가"", ""(전)페미당 창당모임 주비위원""]",688013,해당없음(비대상),13990,0,0,2,0
100136804,서울특별시,동대문구을,http://info.nec.go.kr/photo_20200415/Gsg1106/Hb100136804/gicho/thumbnail.100136804.JPG,http://info.nec.go.kr/photo_20200415/Gsg1106/Hb100136804/gicho/100136804.JPG,1,,더불어민주당,장경태,張耿態,남,1983-10-12,36,서울특별시 동대문구 전농로27길,정당인,성균관대학교 국정전문대학원 행정학과 수료(박사학위과정),"[""(현)문재인 대통령직속 국가균형발전위원회 국민소통특별위원"", ""(현)더불어민주당 도시교통특별위원장""]",281000,군복무를 마친사람,1417,0,0,0,2
100137434,서울특별시,동대문구을,http://info.nec.go.kr/photo_20200415/Gsg1106/Hb100137434/gicho/thumbnail.100137434.JPG,http://info.nec.go.kr/photo_20200415/Gsg1106/Hb100137434/gicho/100137434.JPG,2,,미래통합당,이혜훈,李惠薰,여,1964-06-15,55,서울특별시 동대문구 장한로20길,국회의원,UCLA대학원 경제학 박사(1988.09.~1993.12.),"[""(현)3선 국회의원"", ""(전)국회 정보위원회 위원장""]",6146235,해당없음(비대상),607107,0,0,0,3
100134720,서울특별시,동대문구을,http://info.nec.go.kr/photo_20200415/Gsg1106/Hb100134720/gicho/thumbnail.100134720.JPG,http://info.nec.go.kr/photo_20200415/Gsg1106/Hb100134720/gicho/100134720.JPG,7,,민중당,김종민,金鍾민,남,1986-01-01,34,서울특별시 동대문구 서울시립대로28나길,정당인,서울시립대학교 국사학과 졸업,"[""(전)서울시립대 총학생회장"", ""(현)청년전태일 대표""]",29988,군복무를 마친사람,230,0,0,0,1
100135739,서울특별시,동대문구을,http://info.nec.go.kr/photo_20200415/Gsg1106/Hb100135739/gicho/thumbnail.100135739.JPG,http://info.nec.go.kr/photo_20200415/Gsg1106/Hb100135739/gicho/100135739.JPG,8,,국가혁명배당금당,박경희,朴慶姬,여,1954-10-25,65,서울특별시 동대문구 왕산로16나길,정당인,벌교상업고등학교 졸업,"[""(전)속셈(보습)학원 운영"", ""(현)국가혁명배당금당 동대문구 을 당협위원장""]",150000,해당없음(비대상),793,0,0,1,0
100136632,서울특별시,동대문구을,http://info.nec.go.kr/photo_20200415/Gsg1106/Hb100136632/gicho/thumbnail.100136632.JPG,http://info.nec.go.kr/photo_20200415/Gsg1106/Hb100136632/gicho/100136632.JPG,9,,무소속,민병두,閔丙梪,남,1958-06-10,61,서울특별시 동대문구 사가정로,국회의원,성균관대학교 무역학과 졸업,"[""(전)문화일보 워싱턴특파원ㆍ정치부장"", ""(전)문재인 대통령후보 총괄특보단장""]",1708931,군복무를 마치지 아니한 사람,58736,0,0,1,4
100135715,서울특별시,중랑구갑,http://info.nec.go.kr/photo_20200415/Gsg1107/Hb100135715/gicho/thumbnail.100135715.JPG,http://info.nec.go.kr/photo_20200415/Gsg1107/Hb100135715/gicho/100135715.JPG,1,,더불어민주당,서영교,徐瑛敎,여,1964-11-11,55,서울특별시 중랑구 면목로37길,국회의원,이화여자대학교대학원 동아시아학연구 비교정치경제전공 박사학위과정수료,"[""(전)더불어민주당 원내수석부대표"", ""(현)제20대 국회의원""]",1888174,해당없음(비대상),170280,0,0,1,2
100137496,서울특별시,중랑구갑,http://info.nec.go.kr/photo_20200415/Gsg1107/Hb100137496/gicho/thumbnail.100137496.JPG,http://info.nec.go.kr/photo_20200415/Gsg1107/Hb100137496/gicho/100137496.JPG,2,,미래통합당,김삼화,金三和,여,1962-08-01,57,서울특별시 중랑구 사가정로72길,변호사,서울시립대학교 도시행정대학원(현 도시과학대학원) 세무관리학과졸업(경영학 석사),"[""(전) 제20대 국회의원"", ""(전) 대한변호사회 부협회장""]",10093840,해당없음(비대상),191697,0,0,0,1
100137956,서울특별시,중랑구갑,http://info.nec.go.kr/photo_20200415/Gsg1107/Hb100137956/gicho/thumbnail.100137956.JPG,http://info.nec.go.kr/photo_20200415/Gsg1107/Hb100137956/gicho/100137956.JPG,3,,민생당,이기현,李起炫,남,1956-03-02,64,서울특별시 중랑구 면목로30길,정당인,한양대학교 대학원 국어국문학과 박사과정 졸업 문학박사,"[""(전)한양여자고등학교 교사"", ""(전)한양대학교 강사""]",95664,군복무를 마친사람,73,0,0,1,0
100135250,서울특별시,중랑구갑,http://info.nec.go.kr/photo_20200415/Gsg1107/Hb100135250/gicho/thumbnail.100135250.JPG,http://info.nec.go.kr/photo_20200415/Gsg1107/Hb100135250/gicho/100135250.JPG,6,,정의당,김지수,金智秀,남,1993-12-28,26,서울특별시 중랑구 중랑천로,정당인,선린인터넷고등학교 졸업,"[""(현)정의당 중랑구위원회 위원장"", ""(현)심상정 대표 사회복지 특보""]",5000,군복무를 마친사람,0,0,0,0,0
100134751,서울특별시,중랑구갑,http://info.nec.go.kr/photo_20200415/Gsg1107/Hb100134751/gicho/thumbnail.100134751.JPG,http://info.nec.go.kr/photo_20200415/Gsg1107/Hb100134751/gicho/100134751.JPG,7,,민중당,성치화,成治和,남,1991-04-19,28,서울특별시 중랑구 봉우재로53길,정당인,서울시립대학교 철학과 졸업,"[""(현)청년민중당 집행위원장"", ""(현)민중당 기후위기특별위원장""]",37340,군복무를 마친사람,73,0,0,0,1
100135635,서울특별시,중랑구갑,http://info.nec.go.kr/photo_20200415/Gsg1107/Hb100135635/gicho/thumbnail.100135635.JPG,http://info.nec.go.kr/photo_20200415/Gsg1107/Hb100135635/gicho/100135635.JPG,8,,국가혁명배당금당,박명수,朴明洙,남,1943-11-26,76,서울특별시 중랑구 사가정로60길,회사원,미기재,"[""(현)국가혁명배당금당 중랑구갑 지역협의회 위원장""]",-248920,군복무를 마친사람,42414,0,0,0,0
100135584,서울특별시,중랑구갑,http://info.nec.go.kr/photo_20200415/Gsg1107/Hb100135584/gicho/thumbnail.100135584.JPG,http://info.nec.go.kr/photo_20200415/Gsg1107/Hb100135584/gicho/100135584.JPG,9,,무소속,이성복,李聖福,남,1957-02-09,63,서울특별시 중랑구 용마산로94길,까페운영,육군사관학교 기계공학과 졸업,"[""(전)육군중령 예편"", ""(전)컴퓨터 프로그래머""]",289000,군복무를 마친사람,8930,0,0,0,0
100137170,서울특별시,중랑구을,http://info.nec.go.kr/photo_20200415/Gsg1107/Hb100137170/gicho/thumbnail.100137170.JPEG,http://info.nec.go.kr/photo_20200415/Gsg1107/Hb100137170/gicho/100137170.JPEG,1,,더불어민주당,박홍근,朴洪根,남,1969-10-08,50,서울특별시 중랑구 봉화산로,제20대 국회의원,경희대학교 행정대학원 환경행정학과 졸업(행정학석사),"[""(현) 국회의원(제19대, 20대)"", ""(전) 더불어민주당 원내수석부대표""]",426638,군복무를 마치지 아니한 사람,57507,0,0,2,2
100136294,서울특별시,중랑구을,http://info.nec.go.kr/photo_20200415/Gsg1107/Hb100136294/gicho/thumbnail.100136294.JPG,http://info.nec.go.kr/photo_20200415/Gsg1107/Hb100136294/gicho/100136294.JPG,2,,미래통합당,윤상일,尹相逸,남,1955-01-19,65,서울특별시 중랑구 송림길,정당인,성균관대학교 중어중문학과 졸업,"[""(전)제18대 국회의원"", ""(현)대한민국 헌정회 운영위원""]",9156348,군복무를 마친사람,624446,453,0,2,1
